"","EMPLOYMENT.STATUS","GENDER"
"3285","Employed full time","Man"
"3286","Full time student","Man"
"3287","Employed full time","Man"
"3289","Full time student","Man"
"3290","Employed full time","Prefer not to say"
"3291","Full time student","Man"
"3292","Full time student","Man"
"3294","Other - please describe","Man"
"3296","Employed full time","Man"
"3297","Employed full time","Man"
"3298","Employed part time","Woman"
"3299","Employed full time","Man"
"3300","Other - please describe","Man"
"3301","Temporarily not working","Man"
"3303","Other - please describe","Man"
"3304","Employed full time","Man"
"3306","Employed full time","Man"
"3309","Employed full time","Man"
"3310","Employed full time","Man"
"3314","Employed full time","Man"
"3315","Employed full time","Prefer not to say"
"3319","Employed full time","Man"
"3322","Employed full time","Man"
"3325","Employed full time","Man"
"3327","Employed full time","Prefer not to say"
"3329","Employed full time","Man"
"3332","Employed full time","Man"
"3333","Employed part time","Man"
"3334","Employed full time","Man"
"3336","Other - please describe","Man"
"3337","Employed full time","Man"
"3341","Employed full time","Man"
"3344","Employed part time","Man"
"3345","Full time student","Man"
"3350","Employed full time","Man"
"3351","Temporarily not working","Man"
"3353","Employed full time","Man"
"3354","Employed full time","Man"
"3356","Employed full time","Man"
"3359","Employed full time","Man"
"3360","Employed full time","Man"
"3362","Employed full time","Man"
"3363","Retired or permanently not working (e.g. due to disability)","Man"
"3364","Employed full time","Man"
"3365","Employed full time","Man"
"3369","Employed full time","Man"
"3371","Employed full time","Man"
"3372","Full time student","Man"
"3374","Full time student","Man"
"3375","Retired or permanently not working (e.g. due to disability)","Man"
"3376","Employed full time","Man"
"3377","Employed full time","Non-binary  or Other"
"3378","Full time student","Man"
"3379","Employed full time","Man"
"3381","Employed full time","Man"
"3382","Employed full time","Man"
"3383","Employed full time","Prefer not to say"
"3384","Full time student","Man"
"3386","Employed full time","Prefer not to say"
"3388","Employed full time","Man"
"3389","Employed full time","Man"
"3390","Employed full time","Man"
"3393","Employed full time","Man"
"3394","Other - please describe","Man"
"3395","Employed part time","Man"
"3396","Employed full time","Man"
"3397","Full time student","Man"
"3400","Employed full time","Man"
"3402","Employed full time","Man"
"3403","Full time student","Man"
"3404","Full time student","Man"
"3406","Employed part time","Man"
"3408","Employed full time","Man"
"3409","Employed full time","Man"
"3411","Employed full time","Man"
"3412","Employed full time","Man"
"3413","Temporarily not working","Man"
"3414","Employed full time","Man"
"3415","Employed full time","Man"
"3416","Employed full time","Man"
"3417","Full time student","Man"
"3418","Employed full time","Man"
"3419","Full time student","Man"
"3420","Employed full time","Woman"
"3421","Employed full time","Woman"
"3422","Employed full time","Man"
"3423","Other - please describe","Man"
"3426","Employed full time","Man"
"3430","Employed part time","Man"
"3432","Employed full time","Man"
"3433","Employed full time","Man"
"3437","Employed full time","Man"
"3438","Full time student","Man"
"3439","Employed full time","Man"
"3441","Other - please describe","Man"
"3442","Employed part time","Man"
"3443","Employed full time","Man"
"3445","Employed part time","Woman"
"3446","Employed full time","Man"
"3448","Employed full time","Man"
"3450","Employed full time","Man"
"3455","Employed full time","Man"
"3456","Employed full time","Man"
"3457","Employed part time","Man"
"3458","Employed full time","Man"
"3459","Employed full time","Man"
"3463","Full time student","Man"
"3465","Employed full time","Man"
"3469","Employed full time","Man"
"3471","Employed full time","Man"
"3472","Temporarily not working","Man"
"3473","Full time student","Non-binary  or Other"
"3475","Other - please describe","Man"
"3476","Employed full time","Man"
"3477","Employed full time","Man"
"3479","Employed full time","Man"
"3480","Other - please describe","Man"
"3481","Employed full time","Man"
"3483","Employed full time","Man"
"3484","Full time student","Man"
"3489","Other - please describe","Man"
"3494","Temporarily not working","Man"
"3498","Full time student","Man"
"3500","Employed full time","Man"
"3501","Employed full time","Man"
"3504","Employed full time","Man"
"3506","Employed full time","Man"
"3511","Employed full time","Man"
"3512","Employed full time","Prefer not to say"
"3514","Employed full time","Man"
"3516","Temporarily not working","Man"
"3517","Employed full time","Man"
"3518","Employed full time","Prefer not to say"
"3519","Employed full time","Man"
"3520","Employed part time","Man"
"3522","Employed full time","Man"
"3523","Employed full time","Man"
"3527","Full time student","Man"
"3528","Employed full time","Prefer not to say"
"3529","Employed full time","Man"
"3530","Employed full time","Man"
"3532","Employed full time","Man"
"3534","Full time student","Man"
"3536","Other - please describe","Man"
"3540","Full time student","Man"
"3541","Employed full time","Man"
"3542","Full time student","Man"
"3543","Full time student","Man"
"3544","Employed full time","Man"
"3545","Temporarily not working","Man"
"3546","Employed full time","Man"
"3547","Employed full time","Man"
"3550","Employed full time","Man"
"3551","Employed full time","Man"
"3552","Full time student","Woman"
"3555","Employed full time","Man"
"3556","Employed full time","Man"
"3557","Employed full time","Man"
"3558","Temporarily not working","Man"
"3562","Employed full time","Man"
"3563","Employed full time","Man"
"3565","Employed full time","Woman"
"3566","Employed full time","Man"
"3567","Employed full time","Man"
"3568","Employed full time","Man"
"3570","Employed full time","Man"
"3571","Employed full time","Man"
"3573","Employed full time","Man"
"3574","Employed full time","Man"
"3575","Employed full time","Man"
"3576","Employed full time","Man"
"3577","Other - please describe","Prefer not to say"
"3580","Employed full time","Man"
"3581","Full time student","Man"
"3582","Employed full time","Man"
"3583","Employed full time","Man"
"3584","Full time student","Man"
"3585","Employed full time","Man"
"3586","Employed part time","Prefer not to say"
"3587","Full time student","Man"
"3588","Full time student","Man"
"3589","Employed full time","Man"
"3590","Full time student","Man"
"3593","Employed full time","Man"
"3594","Employed full time","Man"
"3596","Full time student","Man"
"3597","Employed full time","Man"
"3598","Employed full time","Man"
"3599","Employed full time","Prefer not to say"
"3600","Employed full time","Man"
"3602","Employed full time","Man"
"3603","Employed full time","Man"
"3604","Employed full time","Man"
"3605","Full time student","Man"
"3607","Employed full time","Man"
"3610","Employed full time","Man"
"3611","Employed full time","Man"
"3612","Other - please describe","Woman"
"3613","Employed full time","Man"
"3615","Employed full time","Man"
"3616","Full time student","Man"
"3618","Full time student","Man"
"3619","Employed full time","Man"
"3620","Employed full time","Man"
"3621","Employed full time","Man"
"3625","Temporarily not working","Man"
"3627","Temporarily not working","Man"
"3631","Temporarily not working","Man"
"3632","Full time student","Man"
"3634","Employed full time","Man"
"3636","Employed full time","Man"
"3637","Employed full time","Man"
"3638","Employed full time","Prefer not to say"
"3639","Retired or permanently not working (e.g. due to disability)","Man"
"3640","Full time student","Man"
"3642","Employed full time","Man"
"3644","Full time student","Man"
"3645","Employed full time","Prefer not to say"
"3646","Full time student","Woman"
"3648","Full time student","Man"
"3649","Employed full time","Man"
"3651","Employed full time","Man"
"3653","Employed full time","Man"
"3655","Employed full time","Man"
"3658","Other - please describe","Man"
"3659","Temporarily not working","Man"
"3662","Other - please describe","Man"
"3663","Employed full time","Prefer not to say"
"3664","Employed full time","Man"
"3667","Retired or permanently not working (e.g. due to disability)","Man"
"3668","Employed full time","Man"
"3672","Employed full time","Man"
"3673","Employed full time","Man"
"3674","Other - please describe","Man"
"3677","Employed full time","Man"
"3679","Employed part time","Man"
"3683","Employed full time","Man"
"3684","Employed part time","Man"
"3687","Employed full time","Man"
"3688","Employed part time","Man"
"3689","Employed full time","Man"
"3691","Employed full time","Man"
"3692","Employed full time","Man"
"3693","Employed full time","Man"
"3694","Employed full time","Man"
"3696","Temporarily not working","Man"
"3697","Full time student","Man"
"3700","Employed full time","Prefer not to say"
"3701","Other - please describe","Man"
"3702","Employed full time","Man"
"3703","Employed full time","Man"
"3704","Employed full time","Man"
"3706","Employed full time","Man"
"3707","Employed full time","Man"
"3708","Full time student","Man"
"3709","Employed full time","Man"
"3710","Employed full time","Man"
"3712","Employed full time","Man"
"3714","Full time student","Man"
"3718","Employed full time","Man"
"3719","Employed full time","Man"
"3721","Employed full time","Man"
"3722","Full time student","Man"
"3724","Employed part time","Man"
"3725","Employed full time","Man"
"3728","Employed full time","Man"
"3730","Employed full time","Man"
"3731","Employed full time","Man"
"3734","Employed full time","Man"
"3735","Full time student","Man"
"3736","Temporarily not working","Prefer not to say"
"3738","Full time student","Man"
"3739","Full time student","Man"
"3741","Full time student","Man"
"3742","Employed full time","Man"
"3743","Temporarily not working","Man"
"3744","Employed full time","Man"
"3746","Employed full time","Man"
"3747","Employed full time","Man"
"3748","Employed full time","Man"
"3749","Employed full time","Man"
"3750","Employed full time","Man"
"3751","Employed full time","Man"
"3753","Other - please describe","Man"
"3754","Full time student","Man"
"3755","Full time student","Man"
"3762","Full time student","Man"
"3763","Employed full time","Man"
"3764","Full time student","Man"
"3766","Full time student","Man"
"3769","Employed full time","Prefer not to say"
"3770","Full time student","Man"
"3773","Full time student","Man"
"3774","Employed full time","Man"
"3776","Employed full time","Man"
"3777","Employed full time","Man"
"3779","Employed part time","Non-binary  or Other"
"3780","Employed full time","Man"
"3787","Employed full time","Man"
"3788","Employed full time","Man"
"3790","Temporarily not working","Man"
"3795","Full time student","Man"
"3796","Temporarily not working","Man"
"3797","Full time student","Man"
"3798","Employed full time","Man"
"3799","Employed full time","Man"
"3800","Employed full time","Man"
"3801","Employed full time","Man"
"3802","Employed full time","Man"
"3803","Employed full time","Man"
"3804","Employed full time","Man"
"3805","Employed part time","Man"
"3806","Employed full time","Man"
"3807","Employed full time","Man"
"3808","Employed full time","Man"
"3809","Full time student","Man"
"3810","Employed full time","Man"
"3811","Full time student","Man"
"3814","Employed full time","Man"
"3816","Employed full time","Man"
"3818","Employed full time","Man"
"3819","Employed full time","Man"
"3820","Employed part time","Man"
"3821","Employed full time","Man"
"3823","Full time student","Man"
"3824","Full time student","Man"
"3825","Temporarily not working","Man"
"3826","Employed full time","Man"
"3827","Employed full time","Woman"
"3829","Full time student","Man"
"3830","Employed part time","Man"
"3831","Other - please describe","Man"
"3834","Employed full time","Man"
"3835","Full time student","Non-binary  or Other"
"3836","Employed full time","Man"
"3838","Employed full time","Prefer not to say"
"3839","Employed full time","Man"
"3841","Full time student","Prefer not to say"
"3842","Employed full time","Man"
"3843","Other - please describe","Man"
"3846","Full time student","Man"
"3847","Employed full time","Man"
"3848","Employed full time","Man"
"3849","Employed full time","Man"
"3851","Employed full time","Man"
"3855","Employed part time","Woman"
"3859","Employed full time","Man"
"3860","Full time student","Man"
"3862","Employed full time","Man"
"3864","Temporarily not working","Man"
"3866","Employed full time","Man"
"3867","Employed full time","Man"
"3871","Employed part time","Man"
"3875","Employed full time","Man"
"3876","Employed full time","Man"
"3878","Employed full time","Man"
"3879","Employed full time","Man"
"3882","Employed full time","Prefer not to say"
"3884","Employed full time","Man"
"3885","Employed full time","Man"
"3886","Employed full time","Man"
"3887","Employed full time","Man"
"3888","Employed full time","Man"
"3892","Employed full time","Man"
"3896","Employed full time","Woman"
"3898","Employed full time","Woman"
"3900","Employed full time","Prefer not to say"
"3901","Employed full time","Man"
"3903","Employed part time","Man"
"3905","Employed full time","Man"
"3906","Temporarily not working","Man"
"3907","Temporarily not working","Man"
"3909","Full time student","Man"
"3910","Employed full time","Man"
"3911","Employed full time","Man"
"3913","Employed full time","Man"
"3914","Employed full time","Man"
"3915","Employed full time","Man"
"3917","Employed full time","Man"
"3918","Employed full time","Man"
"3919","Employed full time","Prefer not to say"
"3922","Temporarily not working","Prefer not to say"
"3923","Other - please describe","Man"
"3925","Employed full time","Man"
"3926","Employed full time","Man"
"3927","Employed full time","Man"
"3930","Employed full time","Man"
"3934","Employed full time","Man"
"3936","Employed full time","Man"
"3937","Other - please describe","Man"
"3940","Employed full time","Man"
"3942","Full time student","Man"
"3945","Employed full time","Man"
"3946","Employed full time","Man"
"3947","Temporarily not working","Man"
"3948","Employed full time","Man"
"3949","Employed full time","Man"
"3952","Employed full time","Man"
"3953","Employed full time","Man"
"3954","Employed full time","Man"
"3955","Employed full time","Man"
"3956","Employed full time","Man"
"3959","Employed full time","Man"
"3960","Employed full time","Man"
"3962","Full time student","Man"
"3963","Employed full time","Man"
"3964","Temporarily not working","Woman"
"3966","Employed part time","Man"
"3967","Employed full time","Man"
"3968","Full time student","Man"
"3969","Employed full time","Man"
"3972","Employed full time","Man"
"3973","Full time student","Man"
"3974","Employed full time","Man"
"3976","Employed full time","Man"
"3977","Full time student","Man"
"3980","Employed full time","Man"
"3981","Full time student","Man"
"3984","Employed full time","Man"
"3985","Employed part time","Man"
"3987","Employed full time","Man"
"3988","Full time student","Man"
"3990","Full time student","Man"
"3994","Employed full time","Man"
"3998","Employed full time","Man"
"4000","Employed full time","Man"
"4001","Employed full time","Man"
"4002","Employed full time","Man"
"4004","Employed full time","Woman"
"4005","Full time student","Man"
"4009","Full time student","Non-binary  or Other"
"4010","Employed full time","Man"
"4011","Employed part time","Prefer not to say"
"4012","Other - please describe","Man"
"4013","Employed full time","Man"
"4014","Employed full time","Man"
"4019","Employed full time","Man"
"4020","Employed full time","Man"
"4026","Full time student","Man"
"4027","Employed full time","Man"
"4030","Employed full time","Man"
"4031","Employed full time","Man"
"4033","Employed full time","Man"
"4036","Full time student","Woman"
"4037","Employed full time","Man"
"4038","Employed part time","Man"
"4039","Employed full time","Man"
"4040","Employed full time","Man"
"4041","Full time student","Man"
"4042","Employed full time","Man"
"4043","Employed full time","Man"
"4044","Employed full time","Man"
"4045","Employed full time","Man"
"4048","Employed full time","Man"
"4049","Employed full time","Man"
"4051","Employed full time","Man"
"4053","Employed full time","Man"
"4054","Full time student","Man"
"4055","Employed full time","Man"
"4061","Employed full time","Man"
"4062","Employed full time","Man"
"4065","Employed full time","Man"
"4066","Full time student","Man"
"4067","Employed full time","Prefer not to say"
"4068","Employed part time","Man"
"4070","Full time student","Man"
"4071","Full time student","Man"
"4072","Employed full time","Man"
"4074","Employed full time","Man"
"4075","Employed full time","Man"
"4077","Employed full time","Man"
"4078","Full time student","Man"
"4079","Employed full time","Man"
"4081","Full time student","Man"
"4084","Employed full time","Man"
"4085","Employed full time","Man"
"4091","Employed full time","Man"
"4092","Retired or permanently not working (e.g. due to disability)","Man"
"4093","Temporarily not working","Man"
"4098","Full time student","Man"
"4101","Employed full time","Prefer not to say"
"4102","Full time student","Man"
"4103","Employed full time","Prefer not to say"
"4106","Employed full time","Man"
"4109","Employed full time","Man"
"4110","Full time student","Man"
"4112","Other - please describe","Man"
"4115","Employed full time","Man"
"4116","Employed full time","Man"
"4117","Employed full time","Man"
"4119","Employed full time","Man"
"4121","Employed full time","Man"
"4122","Employed full time","Man"
"4123","Employed full time","Man"
"4125","Employed full time","Man"
"4128","Employed part time","Man"
"4129","Employed full time","Man"
"4131","Employed full time","Man"
"4132","Employed full time","Man"
"4139","Employed full time","Man"
"4141","Employed full time","Prefer not to say"
"4142","Employed full time","Man"
"4143","Employed full time","Man"
"4145","Employed part time","Prefer not to say"
"4146","Full time student","Man"
"4147","Employed full time","Man"
"4148","Employed full time","Man"
"4149","Temporarily not working","Man"
"4150","Full time student","Man"
"4151","Full time student","Man"
"4152","Employed full time","Non-binary  or Other"
"4153","Employed full time","Man"
"4154","Full time student","Man"
"4155","Employed full time","Man"
"4156","Employed full time","Man"
"4157","Employed part time","Man"
"4158","Employed full time","Prefer not to say"
"4161","Full time student","Man"
"4163","Employed full time","Man"
"4165","Full time student","Man"
"4166","Temporarily not working","Man"
"4167","Employed full time","Man"
"4169","Employed full time","Man"
"4172","Employed full time","Man"
"4173","Employed full time","Man"
"4174","Employed full time","Man"
"4175","Employed full time","Man"
"4176","Employed full time","Man"
"4177","Employed part time","Man"
"4178","Full time student","Woman"
"4179","Employed full time","Man"
"4180","Employed full time","Man"
"4181","Full time student","Man"
"4183","Employed part time","Man"
"4184","Employed full time","Man"
"4187","Employed full time","Man"
"4188","Employed full time","Man"
"4189","Employed full time","Prefer not to say"
"4191","Employed full time","Man"
"4192","Temporarily not working","Man"
"4193","Employed full time","Prefer not to say"
"4194","Employed full time","Man"
"4198","Full time student","Man"
"4201","Employed full time","Man"
"4202","Retired or permanently not working (e.g. due to disability)","Man"
"4203","Full time student","Man"
"4204","Full time student","Man"
"4206","Employed full time","Man"
"4208","Temporarily not working","Man"
"4210","Temporarily not working","Man"
"4211","Employed full time","Man"
"4212","Employed full time","Man"
"4213","Employed part time","Man"
"4215","Employed full time","Man"
"4221","Employed full time","Woman"
"4222","Employed full time","Man"
"4225","Employed full time","Man"
"4226","Employed full time","Man"
"4227","Employed full time","Prefer not to say"
"4228","Temporarily not working","Man"
"4230","Employed full time","Man"
"4231","Full time student","Man"
"4232","Employed full time","Man"
"4233","Employed full time","Man"
"4234","Full time student","Man"
"4235","Employed full time","Man"
"4236","Temporarily not working","Man"
"4238","Employed full time","Man"
"4239","Employed full time","Man"
"4241","Employed full time","Man"
"4242","Full time student","Man"
"4243","Employed full time","Man"
"4246","Employed full time","Man"
"4247","Employed part time","Man"
"4248","Employed full time","Man"
"4249","Employed full time","Man"
"4254","Employed full time","Man"
"4256","Employed full time","Man"
"4257","Employed full time","Man"
"4258","Other - please describe","Man"
"4261","Employed full time","Man"
"4262","Employed full time","Man"
"4263","Employed full time","Man"
"4264","Employed full time","Man"
"4268","Employed part time","Man"
"4269","Employed full time","Man"
"4271","Other - please describe","Man"
"4272","Employed full time","Man"
"4274","Employed full time","Man"
"4276","Employed full time","Prefer not to say"
"4277","Employed full time","Woman"
"4279","Full time student","Man"
"4281","Employed full time","Man"
"4283","Employed full time","Woman"
"4286","Employed full time","Man"
"4287","Employed full time","Man"
"4288","Full time student","Man"
"4292","Employed full time","Man"
"4293","Employed full time","Man"
"4295","Full time student","Man"
"4296","Employed full time","Man"
"4298","Full time student","Man"
"4299","Employed full time","Man"
"4300","Employed part time","Man"
"4302","Employed full time","Man"
"4303","Employed full time","Man"
"4305","Employed full time","Man"
"4306","Employed full time","Man"
"4308","Employed full time","Man"
"4310","Employed full time","Man"
"4311","Employed full time","Man"
"4314","Employed full time","Prefer not to say"
"4318","Employed full time","Man"
"4320","Employed full time","Woman"
"4322","Temporarily not working","Man"
"4323","Employed full time","Man"
"4325","Employed full time","Man"
"4326","Employed full time","Man"
"4330","Employed full time","Man"
"4331","Employed full time","Man"
"4332","Employed full time","Man"
"4333","Employed full time","Man"
"4334","Employed full time","Man"
"4335","Employed full time","Man"
"4336","Employed full time","Man"
"4338","Employed full time","Man"
"4339","Employed full time","Man"
"4341","Employed full time","Man"
"4342","Employed full time","Man"
"4343","Employed full time","Man"
"4344","Employed full time","Man"
"4345","Employed full time","Man"
"4346","Employed full time","Man"
"4349","Other - please describe","Man"
"4350","Employed full time","Man"
"4351","Full time student","Man"
"4353","Employed full time","Prefer not to say"
"4358","Employed full time","Man"
"4359","Employed part time","Man"
"4361","Employed full time","Man"
"4362","Employed full time","Man"
"4363","Full time student","Man"
"4365","Employed full time","Man"
"4366","Full time student","Man"
"4370","Employed full time","Man"
"4371","Employed full time","Man"
"4373","Employed full time","Man"
"4374","Employed full time","Man"
"4375","Employed full time","Man"
"4376","Employed full time","Man"
"4377","Employed full time","Man"
"4378","Full time student","Man"
"4379","Employed full time","Man"
"4381","Other - please describe","Man"
"4382","Employed full time","Man"
"4383","Full time student","Man"
"4384","Other - please describe","Man"
"4385","Full time student","Man"
"4387","Full time student","Man"
"4388","Employed full time","Man"
"4389","Employed full time","Non-binary  or Other"
"4390","Full time student","Man"
"4391","Temporarily not working","Man"
"4393","Employed full time","Man"
"4394","","Man"
"4395","Employed full time","Man"
"4396","Full time student","Man"
"4397","Employed full time","Man"
"4398","Employed full time","Man"
"4399","Employed full time","Man"
"4400","Full time student","Man"
"4401","Employed full time","Man"
"4402","Employed full time","Man"
"4403","Employed part time","Man"
"4405","Full time student","Man"
"4406","Employed full time","Man"
"4407","Full time student","Man"
"4408","Employed full time","Man"
"4409","Employed full time","Woman"
"4410","Employed full time","Man"
"4412","Employed part time","Man"
"4413","Full time student","Man"
"4415","Temporarily not working","Man"
"4416","Employed full time","Man"
"4421","Employed part time","Man"
"4422","Full time student","Man"
"4423","Temporarily not working","Non-binary  or Other"
"4424","Employed part time","Man"
"4425","Employed full time","Man"
"4427","Employed full time","Man"
"4428","Full time student","Man"
"4432","Employed full time","Man"
"4433","Employed full time","Man"
"4434","Employed full time","Man"
"4435","Full time student","Man"
"4437","Other - please describe","Man"
"4438","Full time student","Man"
"4441","Employed full time","Man"
"4442","Employed full time","Man"
"4443","Employed full time","Man"
"4444","Employed full time","Man"
"4446","Employed full time","Man"
"4447","Full time student","Man"
"4448","Employed full time","Man"
"4451","Employed full time","Man"
"4454","Employed full time","Man"
"4455","Temporarily not working","Man"
"4456","Full time student","Man"
"4457","Employed full time","Man"
"4458","Employed full time","Man"
"4461","Temporarily not working","Man"
"4462","Employed full time","Man"
"4464","Full time student","Man"
"4467","Full time student","Man"
"4471","Temporarily not working","Man"
"4473","Employed full time","Man"
"4476","Employed full time","Man"
"4477","Employed full time","Man"
"4478","Employed full time","Man"
"4479","Employed full time","Woman"
"4481","Full time student","Man"
"4484","Employed full time","Man"
"4486","Full time student","Man"
"4489","Employed full time","Man"
"4490","Employed part time","Woman"
"4493","Employed full time","Woman"
"4495","Employed full time","Man"
"4496","Employed part time","Man"
"4497","Employed full time","Man"
"4498","Employed full time","Man"
"4501","Employed full time","Man"
"4502","Employed full time","Man"
"4505","Employed full time","Man"
"4506","Temporarily not working","Prefer not to say"
"4507","Employed full time","Man"
"4508","Employed part time","Man"
"4509","Employed full time","Man"
"4510","Employed full time","Man"
"4511","Employed full time","Man"
"4512","Employed full time","Man"
"4513","Employed full time","Man"
"4514","Employed full time","Man"
"4516","Employed full time","Man"
"4517","Employed full time","Man"
"4518","Employed full time","Man"
"4519","Employed full time","Man"
"4520","Full time student","Man"
"4521","Retired or permanently not working (e.g. due to disability)","Man"
"4523","Employed full time","Man"
"4524","Employed full time","Man"
"4525","Temporarily not working","Man"
"4526","Full time student","Man"
"4528","Other - please describe","Man"
"4529","Employed full time","Man"
"4530","Full time student","Man"
"4532","Full time student","Man"
"4535","Employed full time","Man"
"4536","Employed full time","Man"
"4537","Employed full time","Man"
"4539","Employed full time","Woman"
"4540","Temporarily not working","Man"
"4541","Full time student","Man"
"4542","Temporarily not working","Man"
"4543","Full time student","Man"
"4545","Employed part time","Man"
"4546","Employed full time","Man"
"4547","Temporarily not working","Man"
"4548","Full time student","Man"
"4549","Employed full time","Man"
"4551","Full time student","Man"
"4553","Full time student","Man"
"4554","Employed full time","Prefer not to say"
"4555","Employed full time","Man"
"4556","Full time student","Man"
"4558","Employed full time","Man"
"4559","Full time student","Man"
"4560","Full time student","Man"
"4561","Employed full time","Man"
"4562","Employed full time","Man"
"4564","Employed full time","Man"
"4566","Employed full time","Man"
"4567","Employed full time","Man"
"4570","Full time student","Woman"
"4571","Retired or permanently not working (e.g. due to disability)","Prefer not to say"
"4572","Employed full time","Man"
"4575","Temporarily not working","Man"
"4576","Full time student","Man"
"4577","Full time student","Man"
"4578","Temporarily not working","Man"
"4579","Other - please describe","Man"
"4580","Employed part time","Man"
"4582","Employed full time","Man"
"4583","Employed full time","Man"
"4584","Employed full time","Man"
"4586","Temporarily not working","Man"
"4587","Employed full time","Man"
"4589","Employed full time","Man"
"4590","Employed full time","Man"
"4591","Employed full time","Man"
"4592","Employed full time","Man"
"4593","Employed full time","Man"
"4597","Employed part time","Man"
"4600","Employed full time","Man"
"4601","Other - please describe","Man"
"4602","Employed full time","Prefer not to say"
"4603","Temporarily not working","Man"
"4604","Full time student","Man"
"4608","Employed full time","Man"
"4609","Employed full time","Man"
"4611","Employed full time","Man"
"4612","Temporarily not working","Man"
"4613","Full time student","Man"
"4615","Employed full time","Prefer not to say"
"4617","Employed full time","Man"
"4618","Employed full time","Man"
"4619","Employed full time","Man"
"4620","Employed full time","Woman"
"4621","Employed full time","Woman"
"4622","Temporarily not working","Man"
"4623","Employed full time","Man"
"4625","Employed full time","Man"
"4627","Employed full time","Man"
"4628","Employed full time","Man"
"4630","Employed part time","Man"
"4631","Full time student","Man"
"4635","Full time student","Man"
"4637","Employed full time","Man"
"4638","Full time student","Man"
"4639","Other - please describe","Man"
"4640","Full time student","Man"
"4641","Employed full time","Man"
"4642","Employed full time","Man"
"4643","Employed full time","Man"
"4646","Full time student","Man"
"4647","Employed full time","Man"
"4649","Temporarily not working","Man"
"4652","Employed full time","Man"
"4653","Employed part time","Man"
"4654","Full time student","Man"
"4655","Employed full time","Prefer not to say"
"4656","Employed full time","Man"
"4657","Employed full time","Man"
"4658","Employed full time","Man"
"4660","Employed full time","Man"
"4663","Full time student","Man"
"4664","Employed full time","Man"
"4666","Employed full time","Man"
"4667","Employed full time","Man"
"4669","Employed full time","Man"
"4670","Employed full time","Man"
"4671","Employed full time","Man"
"4672","Employed full time","Man"
"4674","Retired or permanently not working (e.g. due to disability)","Man"
"4675","Employed full time","Man"
"4676","Employed full time","Man"
"4679","Employed full time","Man"
"4681","Employed full time","Man"
"4682","Temporarily not working","Man"
"4683","Full time student","Man"
"4685","Employed part time","Man"
"4688","Employed full time","Man"
"4692","Retired or permanently not working (e.g. due to disability)","Man"
"4693","Employed full time","Man"
"4694","Full time student","Non-binary  or Other"
"4695","Employed full time","Man"
"4699","Full time student","Man"
"4700","Employed full time","Man"
"4701","Employed full time","Man"
"4702","Employed full time","Man"
"4705","Employed full time","Man"
"4706","Employed full time","Man"
"4708","Employed full time","Man"
"4709","Employed full time","Woman"
"4711","Employed full time","Man"
"4713","Employed full time","Man"
"4714","Employed full time","Man"
"4717","Employed full time","Man"
"4718","Employed full time","Man"
"4719","Employed full time","Man"
"4722","Employed full time","Man"
"4723","Employed part time","Man"
"4724","Employed full time","Man"
"4725","Employed full time","Man"
"4726","Full time student","Man"
"4729","Full time student","Man"
"4730","Full time student","Man"
"4734","Employed part time","Man"
"4735","Full time student","Man"
"4737","Full time student","Prefer not to say"
"4738","Employed full time","Man"
"4740","Other - please describe","Non-binary  or Other"
"4742","Full time student","Man"
"4743","Employed full time","Man"
"4746","Employed full time","Man"
"4748","Employed full time","Man"
"4752","Employed full time","Man"
"4754","Employed full time","Man"
"4755","Full time student","Woman"
"4757","Employed full time","Man"
"4761","Employed full time","Man"
"4762","Employed full time","Man"
"4765","Full time student","Man"
"4766","Employed part time","Man"
"4770","Employed full time","Man"
"4771","Temporarily not working","Man"
"4772","Employed full time","Man"
"4773","Employed part time","Man"
"4774","Employed full time","Man"
"4776","Employed full time","Man"
"4779","Employed full time","Man"
"4781","Employed full time","Man"
"4782","Employed full time","Man"
"4786","Employed full time","Prefer not to say"
"4787","Employed full time","Man"
"4788","Employed full time","Man"
"4789","Employed full time","Man"
"4791","Full time student","Man"
"4792","Other - please describe","Man"
"4793","Employed full time","Man"
"4794","Employed full time","Man"
"4796","Employed full time","Man"
"4797","Employed full time","Man"
"4798","Employed full time","Prefer not to say"
"4799","Employed part time","Man"
"4801","Full time student","Man"
"4802","Temporarily not working","Man"
"4804","Temporarily not working","Man"
"4808","Employed full time","Man"
"4810","Employed full time","Man"
"4812","Temporarily not working","Man"
"4813","Employed full time","Prefer not to say"
"4814","Full time student","Man"
"4817","Employed part time","Man"
"4818","Employed full time","Man"
"4819","Employed part time","Man"
"4821","Employed full time","Woman"
"4822","Full time student","Man"
"4823","Employed full time","Man"
"4825","Employed full time","Prefer not to say"
"4826","Employed full time","Man"
"4827","Employed full time","Man"
"4829","Employed full time","Man"
"4830","Full time student","Man"
"4831","Employed full time","Man"
"4834","Employed full time","Man"
"4835","Full time student","Man"
"4836","Employed full time","Man"
"4837","Employed full time","Man"
"4838","Employed full time","Man"
"4839","Employed full time","Man"
"4840","Employed full time","Man"
"4842","Employed full time","Man"
"4846","Employed full time","Man"
"4849","Employed full time","Man"
"4852","Employed full time","Man"
"4853","Employed full time","Man"
"4857","Employed full time","Man"
"4859","Temporarily not working","Man"
"4860","Employed full time","Prefer not to say"
"4863","Employed full time","Man"
"4865","Full time student","Man"
"4866","Employed full time","Man"
"4867","Employed full time","Man"
"4868","Employed full time","Man"
"4871","Full time student","Woman"
